,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
2476,White Oleander,0,9.423866,"[{""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Oleandor Productions"", ""id"": 12426}]",2002-10-11,109.0,0,Released,7.2,108,2002
2477,Jennifer's Body,16000000,32.257414000000004,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox Atomic"", ""id"": 2890}]",2009-09-18,100.0,31556061,Released,5.3,837,2009
2478,Drowning Mona,16000000,3.021835,"[{""name"": ""Code Entertainment"", ""id"": 14589}, {""name"": ""Neverland Films"", ""id"": 37498}]",2000-03-03,96.0,15427192,Released,5.4,43,2000
2480,Remember Me,20000000,36.764666,"[{""name"": ""Summit Entertainment"", ""id"": 491}]",2010-03-12,113.0,0,Released,6.9,948,2010
2481,How to Deal,0,3.199784,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2003-07-18,99.0,0,Released,5.7,42,2003
2484,The Thirteenth Floor,16000000,19.890428,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Film Productions"", ""id"": 620}]",1999-04-16,100.0,18564088,Released,6.8,378,1999
2485,The Cookout,16000000,0.8305959999999999,"[{""name"": ""Cookout Productions"", ""id"": 3494}]",2004-09-03,97.0,12,Released,4.6,10,2004
2487,Duets,0,2.25453,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Seven Arts Pictures"", ""id"": 14159}]",2000-09-09,112.0,0,Released,5.5,34,2000
2488,Hollywood Ending,16000000,8.711782000000001,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]",2002-05-03,112.0,0,Released,6.4,113,2002
2489,Detroit Rock City,6500000,5.7003330000000005,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Base 12 Productions"", ""id"": 3242}, {""name"": ""Corrupter Production Service Ltd."", ""id"": 90195}, {""name"": ""Takoma Entertainment"", ""id"": 90196}, {""name"": ""KISS Nation"", ""id"": 90197}]",1999-08-13,95.0,4217115,Released,6.7,100,1999
2491,Things We Lost in the Fire,16000000,8.842869,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}]",2007-09-26,113.0,2849142,Released,6.7,90,2007
2493,The Immigrant,16000000,13.832464000000002,"[{""name"": ""Kingsgate Films"", ""id"": 770}, {""name"": ""Worldview Entertainment"", ""id"": 9015}]",2013-07-03,117.0,5867686,Released,6.2,250,2013
2494,The White Countess,0,4.4885470000000005,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Shanghai Film Group"", ""id"": 3407}, {""name"": ""Merchant Ivory Productions"", ""id"": 20740}]",2005-10-30,135.0,0,Released,6.9,21,2005
2495,Trance,20000000,38.802415,"[{""name"": ""Cloud Eight Films"", ""id"": 6708}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Decibel Films"", ""id"": 8286}, {""name"": ""Film4"", ""id"": 9349}]",2013-03-27,101.0,24261569,Released,6.5,956,2013
2496,Soul Plane,16000000,9.400404,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2004-05-28,86.0,14822346,Released,4.7,108,2004
2497,Welcome to the Sticks,11000000,18.923181,"[{""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Hirsch"", ""id"": 2355}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""R\u00e9gion Nord-Pas-de-Calais"", ""id"": 11434}, {""name"": ""Les Productions du Chicon"", ""id"": 11544}, {""name"": ""Centre R\u00e9gional des Ressources Audiovisuelles (CRRAV)"", ""id"": 11545}]",2008-01-09,106.0,53191886,Released,6.8,615,2008
2498,Good,0,2.397987,[],2008-12-11,96.0,0,Released,6.3,29,2008
2499,Enter the Void,13000000,20.39955,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Wild Bunch"", ""id"": 856}]",2009-05-05,161.0,754249,Released,7.2,387,2009
2500,Vamps,16000000,7.2518970000000005,"[{""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Red Hour Films"", ""id"": 12178}]",2012-08-25,93.0,0,Released,4.8,91,2012
2501,Hachi: A Dog's Tale,16000000,43.217089,"[{""name"": ""Grand Army Entertainment"", ""id"": 1843}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Inferno Distribution"", ""id"": 11278}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Hachiko"", ""id"": 66327}, {""name"": ""Opperman Viner Chrystyn Entertainment"", ""id"": 66328}]",2009-06-13,93.0,47801389,Released,7.7,1717,2009
2502,Zulu,16000000,14.529496,"[{""name"": ""Eskwad"", ""id"": 616}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Cin\u00e9+"", ""id"": 23616}, {""name"": ""Lobster Tree"", ""id"": 34044}, {""name"": ""W9"", ""id"": 34774}]",2013-12-04,110.0,0,Released,6.7,172,2013
2503,The Homesman,16000000,20.591479999999997,"[{""name"": ""The Javelina Film Company"", ""id"": 2322}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Ithaca Pictures"", ""id"": 11765}]",2014-05-18,122.0,3442853,Released,6.4,258,2014
2504,Juwanna Mann,15600000,2.2449470000000002,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",2002-06-21,91.0,0,Released,4.2,20,2002
2505,Ararat,0,1.3262639999999999,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""Ego Film Arts"", ""id"": 12800}]",2002-05-20,115.0,0,Released,5.7,16,2002
2506,Madison,0,0.212108,[],2001-01-23,99.0,0,Released,5.3,3,2001
2507,Slow Burn,15500000,6.630856,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Longfellow Pictures"", ""id"": 8802}, {""name"": ""Bonnie Timmermann Productions"", ""id"": 68097}]",2005-09-12,93.0,1237615,Released,5.5,16,2005
2508,Wasabi,15300000,18.209570000000003,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Tobis"", ""id"": 480}, {""name"": ""Destiny"", ""id"": 963}, {""name"": ""EuropaCorp"", ""id"": 6896}]",2001-10-31,94.0,0,Released,6.2,283,2001
2509,Slither,15500000,17.327279,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2006-03-31,95.0,0,Released,6.3,317,2006
2515,"Crouching Tiger, Hidden Dragon",17000000,45.742253999999996,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Columbia Pictures Film Production Asia"", ""id"": 2798}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""EDKO Film"", ""id"": 12205}, {""name"": ""Asia Union Film & Entertainment Ltd."", ""id"": 20289}, {""name"": ""United China Vision"", ""id"": 20290}, {""name"": ""Zoom Hunt International Productions Company Ltd."", ""id"": 20291}]",2000-10-01,120.0,213525736,Released,7.2,927,2000
2516,American Beauty,15000000,80.87860500000001,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}]",1999-09-15,122.0,356296601,Released,7.9,3313,1999
2517,The King's Speech,15000000,54.053576,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Bedlam Productions"", ""id"": 5005}, {""name"": ""See-Saw Films"", ""id"": 7217}, {""name"": ""Aegis Film Fund"", ""id"": 7309}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Momentum Pictures"", ""id"": 19578}, {""name"": ""Molinare Investment"", ""id"": 19579}]",2010-09-06,118.0,414211549,Released,7.6,2752,2010
2519,The Yellow Handkerchief,15000000,3.803495,"[{""name"": ""area japan"", ""id"": 6536}]",2008-12-17,102.0,317000,Released,6.4,52,2008
2521,Tidal Wave,16000000,4.628525,"[{""name"": ""Polygon Entertainment"", ""id"": 5716}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Doosabu Film"", ""id"": 12621}]",2009-06-06,120.0,11301649,Released,6.5,48,2009
2522,The Imitation Game,14000000,145.364591,"[{""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Bristol Automotive"", ""id"": 38145}]",2014-11-14,113.0,233555708,Released,8.0,5723,2014
2525,Diary of a Wimpy Kid,15000000,21.095489,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Color Force"", ""id"": 5420}, {""name"": ""Dayday Films"", ""id"": 8569}]",2010-03-19,92.0,75700498,Released,5.9,355,2010
2526,Mama,15000000,47.455148,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Toma 78"", ""id"": 10677}, {""name"": ""De Milo"", ""id"": 10678}]",2013-01-17,100.0,146497771,Released,6.0,1401,2013
2528,Bad Grandpa,15000000,27.165221999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Dickhouse Productions"", ""id"": 6328}]",2013-10-22,92.0,151831537,Released,6.0,680,2013
2529,The Queen,15000000,19.113278,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""France 3 Cinema"", ""id"": 16804}]",2006-09-15,103.0,123384128,Released,6.8,338,2006
2531,Why Did I Get Married?,15000000,2.005111,"[{""name"": ""Lions Gate Films"", ""id"": 35}]",2007-10-12,113.0,55184721,Released,6.1,33,2007
2533,The Woman in Black,17000000,43.675191,"[{""name"": ""Hammer Film Productions"", ""id"": 1314}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Film i V\u00e4st"", ""id"": 6417}, {""name"": ""Talisman Productions"", ""id"": 8989}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Filmgate Films"", ""id"": 18230}]",2012-02-01,95.0,127730736,Released,6.1,1206,2012
2534,When a Stranger Calls,15000000,4.688212,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Screen Gems"", ""id"": 3287}]",2006-02-03,87.0,66966987,Released,5.4,268,2006
2535,Big Fat Liar,15000000,9.125594,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2002-02-08,88.0,52970014,Released,5.6,197,2002
2538,The Lizzie McGuire Movie,17000000,11.927667,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Teen Life Productions"", ""id"": 89603}]",2003-04-25,94.0,55534455,Released,5.7,280,2003
2539,Snitch,35000000,30.556134999999998,"[{""name"": ""Front Street Productions"", ""id"": 1450}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Spitfire Pictures"", ""id"": 14739}]",2013-02-21,112.0,42930462,Released,5.8,1138,2013
2540,Krampus,15000000,31.565116999999997,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}]",2015-11-26,98.0,61548707,Released,5.9,584,2015
2544,Not Another Teen Movie,16000000,23.423082,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Neal H. Moritz Productions"", ""id"": 2882}]",2001-12-07,89.0,66468332,Released,5.5,431,2001
2545,End of Watch,7000000,49.517264000000004,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Hedge Fund Film Partners"", ""id"": 11449}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""5150 Action"", ""id"": 47354}]",2012-09-20,109.0,48126384,Released,7.2,1170,2012
2546,The Skulls,15000000,11.375032000000001,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Cranium Films"", ""id"": 11482}]",2000-03-31,106.0,35007180,Released,5.8,156,2000
2547,The Theory of Everything,15000000,61.182331000000005,"[{""name"": ""Working Title Films"", ""id"": 10163}]",2014-11-26,123.0,123726688,Released,7.8,3311,2014
2548,Malibu's Most Wanted,0,7.314796,"[{""name"": ""Karz Entertainment"", ""id"": 4194}, {""name"": ""Big Ticket Productions"", ""id"": 4195}, {""name"": ""Warner Bros."", ""id"": 6194}]",2003-04-10,86.0,0,Released,4.7,77,2003
2549,Where the Heart Is,15000000,6.8579229999999995,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Wind Dancer Films"", ""id"": 32803}]",2000-04-27,120.0,33771174,Released,6.9,155,2000
2551,Halloween II,15000000,12.929525,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Spectacle Entertainment Group"", ""id"": 10370}, {""name"": ""Trancas International Films"", ""id"": 15822}]",2009-08-28,105.0,39421467,Released,5.1,267,2009
2552,Wild,15000000,42.952942,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""bob industries"", ""id"": 93542}]",2014-12-05,115.0,52501541,Released,7.0,951,2014
2553,The Last House on the Left,15000000,19.760382999999997,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Film Afrika"", ""id"": 773}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]",2009-03-13,110.0,32721635,Released,6.2,440,2009
2554,The Wedding Date,15000000,10.194097,"[{""name"": ""26 Films"", ""id"": 2157}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Visionview Production"", ""id"": 29018}]",2005-02-04,88.0,47175038,Released,6.2,230,2005
2555,Halloween: Resurrection,13000000,11.045592999999998,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2002-07-01,94.0,37664855,Released,4.5,228,2002
2557,The Great Debaters,15000000,10.84158,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Marshall Production"", ""id"": 8801}]",2007-12-27,126.0,30226144,Released,6.9,151,2007
2558,Drive,15000000,49.294864000000004,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Motel Movies"", ""id"": 11337}, {""name"": ""Newbridge Film Capital"", ""id"": 46625}]",2011-08-06,100.0,78054825,Released,7.4,3725,2011
2559,Confessions of a Teenage Drama Queen,15000000,7.424798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2004-02-17,89.0,29331068,Released,5.1,221,2004
2561,28 Weeks Later,15000000,34.759855,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Sociedad General de Cine S.A."", ""id"": 785}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Koan Films"", ""id"": 10890}]",2007-04-26,100.0,64238440,Released,6.5,1197,2007
2562,When the Game Stands Tall,15000000,7.297757000000001,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Affirm Films"", ""id"": 10156}]",2014-08-22,115.0,30127963,Released,6.3,130,2014
2563,Because of Winn-Dixie,14000000,3.334804,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",2005-02-18,106.0,32645546,Released,6.1,61,2005
2564,Love & Basketball,20000000,2.027393,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",2000-04-21,124.0,27728118,Released,7.4,88,2000
2566,All About Steve,15000000,13.237835,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Fortis Films"", ""id"": 4258}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2009-09-04,99.0,40105542,Released,4.7,295,2009
2567,Book of Shadows: Blair Witch 2,0,3.890223,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Haxan Films"", ""id"": 15160}]",2000-10-27,90.0,0,Released,4.3,212,2000
2569,Match Point,15000000,30.669913,"[{""name"": ""DreamWorks"", ""id"": 7}]",2005-10-26,124.0,85306374,Released,7.3,1105,2005
2570,Ramona and Beezus,0,9.681147,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""DiNovi Pictures"", ""id"": 813}]",2010-07-23,103.0,0,Released,6.1,245,2010
2574,Flicka,15000000,3.043589,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]",2006-10-20,95.0,21000000,Released,6.1,52,2006
2575,The Hills Have Eyes 2,15000000,17.141376,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""Fox Atomic"", ""id"": 2890}]",2007-03-22,89.0,0,Released,5.2,351,2007
2576,Urban Legends: Final Cut,14000000,8.885017,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]",2000-09-19,97.0,38574362,Released,4.4,100,2000
2577,Tuck Everlasting,0,4.115398,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2002-10-11,90.0,0,Released,6.4,128,2002
2578,The Marine,20000000,7.679336,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""WWE Studios"", ""id"": 10339}]",2006-10-13,92.0,22165608,Released,5.0,163,2006
2579,Keanu,15000000,18.268009,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2016-04-21,94.0,20566327,Released,6.0,421,2016
2580,Country Strong,15000000,7.809701,"[{""name"": ""Maguire Entertainment"", ""id"": 2236}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]",2010-12-22,117.0,20529194,Released,5.9,80,2010
2582,The Place Beyond the Pines,15000000,35.395129,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Electric City Entertainment"", ""id"": 8600}, {""name"": ""Verisimilitude"", ""id"": 22632}]",2013-03-20,140.0,35485608,Released,6.8,1653,2013
2583,The November Man,15000000,45.317278,"[{""name"": ""Irish Dreamtime"", ""id"": 597}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""SPD Films"", ""id"": 57944}]",2014-08-27,108.0,32556119,Released,6.0,639,2014
2584,Eye of the Beholder,15000000,4.302941000000001,"[{""name"": ""Destination Films"", ""id"": 769}]",1999-09-04,109.0,0,Released,5.3,42,1999
2585,The Hurt Locker,15000000,47.006161999999996,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Kingsgate Films"", ""id"": 770}, {""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}, {""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Film Capital Europe Funds (FCEF )"", ""id"": 20343}, {""name"": ""First Light Production"", ""id"": 20344}]",2008-10-10,131.0,42000000,Released,7.2,1840,2008
2587,Killing Them Softly,15000000,24.612603,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Inferno Entertainment"", ""id"": 13648}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]",2012-09-20,97.0,37930465,Released,5.8,742,2012
2588,A Most Wanted Man,15000000,26.708192999999998,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amusement Park Films"", ""id"": 36616}]",2014-07-25,121.0,31554855,Released,6.5,541,2014
